"FORMULARIO";"C_001_01";"C_001_02";"C_001_03";"C_001_04";"C_001_05";"C_001_06";"C_001_07";"C_001_08";"C_001_09";"C_001_10";"C_001_11";"C_001_12";"C_001_13";"C_001_77";"C_001_77_A";"C_001_77_B";"C_001_77_C";"C_001_PLACA";"C_001_88";"F_EXP"
"2534";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;71,40
"2535";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;67,72
"2536";0;0;0;2;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";2;0;152,30
"2538";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;61,89
"2539";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";0;0;24,92
"2540";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;72,89
"2541";0;0;0;1;0;0;0;0;0;0;0;2;0;0;"0";"0";"0";1;0;19,83
"2542";0;0;0;0;0;0;0;0;0;0;0;2;0;0;"0";"0";"0";0;0;40,15
"2543";2;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"0";"00";2;0;62,32
"2544";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;37,65
"2545";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"00";"0";0;0;64,68
"2546";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"000";0;0;15,38
"2547";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";;0;0;47,62
"2548";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"00";0;0;44,55
"2549";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;22,40
"2550";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;61,45
"2551";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;71,15
"2552";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"00";"0";0;0;46,33
"2553";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;24,92
"2554";0;0;0;2;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;25,54
"2555";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"0";"00";0;0;25,75
"2556";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"000";1;0;38,08
"2558";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";;"0";1;0;63,87
"2559";0;0;0;0;0;0;0;0;0;0;0;;0;0;;"00";"0";0;0;54,64
"2560";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;79,75
"2561";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;29,63
"2562";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;31,00
"2564";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;127,88
"2566";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;36,29
"2567";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"00";0;0;54,64
"2569";0;0;0;2;0;0;0;0;0;0;1;1;0;0;"0";"0";"0";2;0;140,28
"2570";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"000";"0";"0";0;0;38,08
"2572";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"0";"0";0;0;49,27
"2573";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0000";"0";"0";2;0;50,32
"2574";0;0;0;2;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;162,50
"2575";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";0;0;79,75
"2576";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;51,47
"2577";1;0;0;2;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";3;0;25,75
"2578";;;;;;;;;;;;;;;;;;;0;16,86
"2579";1;0;0;0;0;0;0;0;0;0;0;;0;0;;;"00";1;0;24,92
"2580";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;63,87
"2581";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;39,86
"2582";0;0;0;2;0;0;0;0;0;0;0;0;0;0;;"0";"0";2;0;62,19
"2583";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;29,28
"2586";0;0;0;0;0;1;0;0;0;0;0;0;0;0;"0";"0";"000";1;0;35,47
"2588";0;0;0;2;0;0;0;0;0;0;0;0;0;0;;"0";"00";2;0;93,33
"2589";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";0;0;64,16
"2590";1;0;0;0;0;0;0;0;0;0;0;0;0;0;;"00";;1;0;27,87
"2591";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;27,87
"2594";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";;1;0;36,29
"2595";1;0;0;0;0;0;0;0;0;0;0;0;;0;"0";"0";"00";1;0;74,11
"2596";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";;"00";0;0;79,33
"2597";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;79,33
"2598";0;0;0;0;0;0;0;0;0;0;0;0;0;;"00";"0";"00";0;0;127,88
"2599";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";;"0";1;0;47,54
"2600";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;49,53
"2601";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;24,24
"2602";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;74,11
"2603";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;51,47
"2604";;;;;;;;;;;;;;;;;;;0;25,17
"2606";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;47,54
"2608";;;;;;;;;;;;;;;;;;;0;26,81
"2610";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;34,51
"2611";0;1;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;15,81
"2612";0;0;0;1;0;0;0;0;0;0;1;2;0;;;;;1;0;15,15
"2613";0;0;0;0;0;0;0;0;0;0;3;0;0;0;"0";"0";"000";0;0;161,03
"2614";0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;1;0;27,90
"2615";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;85,57
"2616";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;29,30
"2618";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;20,96
"2619";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;36,81
"2623";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"00";0;0;34,98
"2624";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;56,32
"2625";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;5,79
"2626";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;14,38
"2627";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;16,67
"2628";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"0";"0";0;0;39,36
"2629";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;13,82
"2630";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;5,79
"2631";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;39,87
"2632";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;188,57
"2633";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;7,64
"2634";0;0;0;1;0;0;0;0;0;0;0;0;0;0;;"0";"0";1;0;28,19
"2635";0;0;0;1;0;0;0;0;0;0;0;0;0;0;;"00";"0";1;0;26,08
"2636";1;0;0;1;0;0;0;0;0;0;2;1;0;;;;;2;0;90,17
"2637";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;124,69
"2638";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;8,49
"2639";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;35,62
"2640";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;114,92
"2641";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;308,13
"2642";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;50,49
"2643";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;8,66
"2644";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;10,97
"2645";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;67,46
"2646";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;106,26
"2647";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;163,93
"2648";0;0;0;2;0;0;0;0;0;0;1;0;0;;;;;2;0;74,11
"2649";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;74,11
"2650";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;96,55
"2651";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;68,48
"2652";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;68,48
"2653";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;127,60
"2654";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;74,11
"2656";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;60,39
"2657";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";2;0;86,22
"2658";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;298,52
"2659";1;0;0;0;0;0;0;0;0;0;1;0;0;;;;;1;0;29,45
"2660";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"0";"0";0;0;29,80
"2661";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;26,62
"2663";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;36,81
"2664";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;59,23
"2665";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;60,39
"2667";0;0;0;1;0;0;0;0;0;0;4;0;0;;;;;1;0;18,46
"2668";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;42,57
"2669";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;47,74
"2670";2;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;42,57
"2672";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;103,94
"2673";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";1;0;28,72
"2674";1;0;0;1;0;0;0;0;0;0;2;0;0;0;"0";"0";"0";2;0;15,14
"2675";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;52,49
"2688";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;226,45
"2689";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";;0;0;324,28
"2690";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;185,90
"2692";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;93,56
"2694";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;185,90
"2695";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;142,63
"2696";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;85,33
"2697";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;16,41
"2698";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;11,98
"2699";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;43,44
"2700";0;0;0;1;0;0;0;0;0;0;0;0;0;0;;"0";"0";1;0;43,44
"2701";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";;1;0;62,19
"2702";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;64,16
"2703";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;7,82
"2704";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;15,97
"2705";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;16,41
"2706";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;29,23
"2707";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;31,26
"2708";0;0;0;0;0;0;0;0;0;0;0;2;0;;;;;0;0;27,20
"2709";0;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"00";"0";0;0;7,82
"2710";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;8,27
"2711";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;8,50
"2712";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;53,46
"2713";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;58,11
"2714";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;36,52
"2715";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;22,44
"2717";;;;;;;;;;;;;;;;;;;0;41,56
"2718";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;42,09
"2719";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;70,79
"2720";;;;;;;;;;;;;;;;;;;0;74,61
"2721";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;29,40
"2722";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;63,56
"2723";0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;0;0;20,69
"2724";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;32,48
"2725";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;96,16
"2726";0;0;0;3;0;0;0;0;0;0;0;0;0;;;;;3;0;104,53
"2727";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;23,64
"2728";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;48,31
"2729";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;96,16
"2730";;;;;;;;;;;;;;;;;;;0;61,81
"2731";;;;;;;;;;;;;;;;;;;0;63,56
"2732";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;52,92
"2733";;;;;;;;;;;;;;;;;;;0;35,43
"2734";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;11,10
"2735";;;;;;;;;;;;;;;;;;;0;48,31
"2736";;;;;;;;;;;;;;;;;;;0;139,02
"2737";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;105,59
"2738";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;159,20
"2739";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;108,58
"2740";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;90,16
"2741";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;159,20
"2742";0;0;0;2;0;0;0;0;0;0;0;1;0;0;"0";"0";"0";2;0;183,98
"2743";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;108,58
"2744";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;31,24
"2745";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;32,74
"2746";2;0;0;0;0;0;0;0;0;0;0;0;0;1;"GRUA";;;2;0;42,37
"2747";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;69,94
"2748";0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;0;0;142,63
"2750";0;0;0;1;0;0;0;0;0;0;0;1;0;0;"0";;"00";1;0;117,58
"2751";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;137,41
"2752";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;233,80
"2753";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;219,00
"2755";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;309,83
"2756";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;145,08
"2757";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;90,56
"2758";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;103,35
"2759";1;0;0;2;0;0;0;0;0;0;0;0;0;;;;;3;0;53,94
"2760";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;185,90
"2761";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;141,85
"2762";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;191,24
"2763";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;18,96
"2764";;;;;;;;;;;;;;;;;;;0;29,16
"2765";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;37,03
"2766";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;29,16
"2767";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;7,54
"2768";0;0;0;1;0;0;0;0;0;0;0;1;0;0;"0";"0";"0";1;0;7,02
"2769";;;;;;;;;;;;;;;;;;;0;7,02
"2770";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;51,61
"2771";;;;;;;;;;;;;;;;;;;0;40,73
"2772";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;6,30
"2773";1;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;1;0;51,61
"2777";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;40,50
"2778";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;25,77
"2780";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;325,21
"2781";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;32,01
"2782";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"00";0;0;74,25
"2784";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;47,16
"2785";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";1;0;191,66
"2786";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;40,73
"2787";;;;;;;;;;;;;;;;;;;0;42,17
"2788";1;0;0;2;0;0;0;0;0;0;0;0;0;;;;;3;0;45,00
"2789";0;0;0;1;0;0;0;0;0;0;1;0;0;0;;;;1;0;42,17
"2790";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;42,17
"2791";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;120,00
"2792";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;120,00
"2793";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";;"0";2;0;47,50
"2794";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;29,16
"2795";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;29,16
"2796";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;109,37
"2797";;;;;;;;;;;;;;;;;;;0;114,75
"2798";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;114,75
"2799";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;202,42
"2800";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;32,01
"2801";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;127,64
"2802";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;46,52
"2803";1;0;0;1;0;0;0;0;0;0;0;1;0;;"0";"00";"0";2;0;167,43
"2804";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;133,39
"2805";0;0;0;0;0;0;0;0;0;0;0;0;0;;"0";"0";"0";0;0;140,16
"2806";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;326,19
"2807";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;326,19
"2808";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;414,39
"2809";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;414,39
"2810";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;48,56
"2811";1;0;0;1;0;0;0;0;0;0;1;0;0;0;"0";"00";"0";2;0;247,55
"2812";1;0;0;0;0;0;0;0;0;0;0;0;0;;"0";"0";"00";1;0;46,51
"2813";0;0;0;1;0;0;0;0;0;0;1;2;0;0;"0";"0";"0";1;0;128,26
"2814";0;0;0;2;0;0;0;0;0;0;1;0;0;0;"0";"0";"0";2;0;128,26
"2815";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;152,01
"2816";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;352,99
"2818";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;25,50
"2819";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"00";"0";0;0;3,98
"2820";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;21,73
"2825";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;26,65
"2828";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;60,26
"2829";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;60,26
"2830";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;75,33
"2831";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;34,99
"2832";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";;0;0;40,42
"2833";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;23,69
"2834";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;21,73
"2835";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;7,15
"2836";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;7,02
"2838";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;88,88
"2839";0;0;0;0;0;0;0;0;0;0;0;0;0;;;"0";"0";0;0;24,75
"2840";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;6,58
"2841";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;34,99
"2842";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;20,94
"2843";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;55,46
"2844";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;63,94
"2845";1;0;0;1;0;0;0;0;0;0;0;1;0;;;;;2;0;79,22
"2846";1;0;0;0;0;0;0;0;0;0;0;2;0;;"0";"00";"00";1;0;16,44
"2847";0;0;0;2;0;0;0;0;0;0;0;2;0;0;"0";"0";"0";2;0;21,87
"2848";2;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";3;0;18,03
"2849";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;26,25
"2850";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;75,33
"2851";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;20,94
"2852";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;249,60
"2853";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;27,87
"2854";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;3,67
"2855";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;26,25
"2856";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;29,40
"2857";1;0;0;4;0;0;0;0;0;0;0;0;0;;;;;5;0;17,24
"2858";1;0;0;0;0;0;0;0;0;0;1;0;0;;;;;1;0;93,33
"2859";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;64,16
"2861";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;31,31
"2862";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;37,13
"2863";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;32,86
"2864";1;0;0;2;0;0;0;0;0;0;0;0;0;;;;;3;0;5,79
"2865";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;86,22
"2866";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;50,20
"2867";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;19,48
"2868";0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;1;0;2,32
"2869";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;2,33
"2870";1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;2,33
"2871";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;145,38
"2872";1;0;0;1;0;0;0;0;0;0;0;1;0;;;;;2;0;59,23
"2873";0;0;0;0;1;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;107,83
"2874";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";;0;0;113,60
"2875";0;0;0;0;1;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;16,47
"2876";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;110,95
"2877";1;0;0;1;0;0;0;0;0;0;1;0;0;;;;;2;0;49,00
"2878";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;35,08
"2880";0;0;0;1;0;0;0;0;0;0;0;0;;0;"0";"0";"00";1;0;91,40
"2881";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;31,52
"2882";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"0";"0";0;0;110,02
"2883";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;32,46
"2884";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;39,30
"2885";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;39,06
"2886";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;48,71
"2887";0;0;0;2;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;59,50
"2888";0;0;0;1;0;0;0;0;0;0;2;0;0;0;"0";"0";"0";1;0;68,62
"2889";0;0;0;2;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;64,13
"2890";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;64,13
"2892";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;54,17
"2893";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;76,66
"2896";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;30,17
"2897";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;28,70
"2899";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;80,03
"2901";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;52,44
