"FORMULARIO";"B_001";"D_003";"D_004";"D_005";"D_006";"D_006_A";"ZAT_O";"D_007";"D_008";"D_009_HH";"D_009_MM";"D_009_A";"D_010_NO";"D_010L";"D_010M";"D_010Mc";"D_010J";"D_010V";"D_010S";"D_010D";"D_010_Ocasional";"D_011A";"D_011B";"D_011C";"D_012";"F_EXP"
"0094";2;;;5/5/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"IR DONDE EL PAPA,VOLVER A CASA, IR DONDE EL PAPA, UNIVERSIDAD,CASA";21,42
"0094";3;;;5/5/2017 0:00:00;1;;;;;6;10;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"IRA ESTUDIAR, VOLVER A CASA, IR A FUTBOL,VOLVER A CASA";21,42
"0095";1;;;4/5/2017 0:00:00;1;;;;;12;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"HACER EJERCICIO,VOLVER A CASA, CITA MEDICA,VOLVER A CASA";170,16
"0095";2;;;4/5/2017 0:00:00;1;;;;;6;20;"A.M.";1;0;0;0;0;0;0;0;0;2;2;1;"ESTUDIAR, VOLVER A CASA";170,16
"0095";3;;;4/5/2017 0:00:00;1;;;;;6;20;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR,CASA,CITA MEDICA,CASA";170,16
"0095";4;;;4/5/2017 0:00:00;1;;;;;6;45;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA,TRABAJO,CASA";170,16
"0096";1;;;5/5/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"HACER VUELTAS, REGRESAR A CASA";12,29
"0096";2;;;5/5/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"HACER VUELTAS, REGRESAR A CAS";12,29
"0097";1;;;6/5/2017 0:00:00;1;;;;;10;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;1;"RECOGER EXAMENES,CASA,HACER MERCADO,CASA, IGLESIA,CASA";12,29
"0097";2;;;6/5/2017 0:00:00;1;;;;;2;15;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"BUSCAR TRABAJO,CASA";12,29
"0098";2;;;10/5/2017 0:00:00;1;;;;;8;0;"A.M.";0;0;0;0;0;0;0;0;1;2;1;2;"trabajo,almozar,trabajo,casa";37,03
"0099";1;;;10/5/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;1;"trabajo, casa";43,77
"0099";2;;;10/5/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"compras, casa";43,77
"0100";1;;;10/5/2017 0:00:00;1;;;;;2;;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"compras recreacion,casa";50,79
"0100";2;;;10/5/2017 0:00:00;1;;;;;6;50;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudio,casa,compras,casa";50,79
"0103";3;;;3/5/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ROSALES,CASA";74,07
"0104";1;;;4/5/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA";46,65
"0104";2;;;4/5/2017 0:00:00;1;;;;;5;0;"P.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJO";46,65
"0104";3;;;4/5/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA";46,65
"0104";4;;;4/5/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESCUELA,CASA";46,65
"0104";5;;;4/5/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESCUELA ,CASA";46,65
"0104";6;;;4/5/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESCUELA, CASA";46,65
"0105";1;;;4/5/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CENTRO, CASA";27,36
"0105";2;;;4/5/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,CASA";27,36
"0107";2;;;6/5/2017 0:00:00;1;;;;;7;30;"A.M.";0;1;1;1;1;1;1;0;0;2;1;2;"TRABAJO,CASA";50,26
"0110";1;;;4/5/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"RIO OTUN,CASA";146,37
"0110";3;;;6/5/2017 0:00:00;1;;;;;2;35;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CENTRO,CUBA 2500 LOTES,CASA";146,37
"0110";4;;;4/5/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"RIO OTUN FINCA CAUQUILLO, CASA";146,37
"0112";1;;;4/5/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CITA MEDICA ,CASA";53,47
"0112";2;;;5/5/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJO,TELLER LA BADEA , CASA";53,47
"0113";1;;;5/5/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CUBA ORTIDONCIA,ÉXITO,CASA";810,00
"0113";3;;;5/5/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CAS";810,00
"0114";1;;;5/5/2017 0:00:00;1;;;;;12;15;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO, CASA";50,26
"0114";2;;;5/5/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;0;0;1;2;1;"TRABAJO,CASA";50,26
"0114";3;;;5/5/2017 0:00:00;1;;;;;12;15;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,CASA";50,26
"0116";2;;;5/5/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA";33,13
"0116";3;;;5/5/2017 0:00:00;1;;;;;12;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESCUELA,CASA";33,13
"0117";1;;;5/5/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"PARQUE DE BANDERAS, CASA";38,95
"0118";1;;;5/5/2017 0:00:00;1;;;;;4;0;"A.M.";0;1;1;1;1;1;1;1;0;1;1;1;"TRABAJO, CASA";33,13
"0118";3;;;5/5/2017 0:00:00;1;;;;;1;0;"P.M.";1;0;0;0;0;0;0;0;0;1;1;1;"CASA ABUELA, CASA";33,13
"0119";1;;;6/5/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"NUEVA EPS LA POPA DOSQUEBRADAS,CASA";59,30
"0120";2;;;5/5/2017 0:00:00;1;;;;;1;0;"P.M.";0;0;0;0;0;0;0;0;1;2;10;2;"CRA 5 -20 COMFAMILIAR,CASA";88,84
"0120";4;;;5/5/2017 0:00:00;1;;;;;6;40;"A.M.";0;1;1;1;1;1;0;0;0;2;1;2;"CLL 46 CRA 10 CAFESALUD,CASA, CAFÉSALUD,CASA";88,84
"0120";5;;;5/5/2017 0:00:00;1;;;;;6;20;"A.M.";0;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIO,CASA";88,84
"0121";1;;;3/5/2017 0:00:00;2;;;"SANTANDER DE QUILICHAO";"19698";1;11;"P.M.";0;0;0;0;0;0;0;0;1;2;8;2;"VISITA CASA,CLINICA,CASA";110,15
"0121";3;;;3/5/2017 0:00:00;1;;;;;12;0;"P.M.";0;1;1;1;0;0;0;0;0;3;3;3;"VISITA ,CASA";110,15
"0121";4;;;4/5/2017 0:00:00;1;;;;;8;0;"A.M.";0;0;0;0;0;0;0;0;1;1;2;2;"TRABAJO,CASA,CLINICA LOS ROSALES,PARQUEADERO,CASA";110,15
"0121";5;;;4/5/2017 0:00:00;1;;;;;6;30;"A.M.";0;1;1;1;1;0;1;0;0;2;1;2;"TRABAJO,CASA,TRABAJO,CASA";110,15
"0121";6;;;3/5/2017 0:00:00;1;;;;;1;0;"P.M.";0;0;1;1;1;0;0;0;0;2;2;2;"ESTUDIO,CASA";110,15
"0123";1;;;4/5/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"PAGAR SERVICIOS,HOGAR";96,91
"0123";3;;;4/5/2017 0:00:00;1;;;;;4;30;"A.M.";0;1;1;1;1;1;0;1;0;2;1;2;"TRABAJO,CASA";96,91
"0124";1;;;4/5/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"EXAMEN MEDICO, SENA RECLMAR MEDICINA,CASA";72,66
"0124";2;;;4/5/2017 0:00:00;1;;;;;8;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"OFICINAS CENTRALES DE CAFESALUD,AV 30 DE AGOSTO 41-30,RECLMARMEDICAMENTO,CASA";72,66
"0125";4;;;5/5/2017 0:00:00;1;;;;;5;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"IR A MISA, CASA";68,15
"0125";5;;;4/5/2017 0:00:00;1;;;;;6;10;"A.M.";0;0;1;1;1;1;0;0;0;2;2;2;"IR A ESTUDIAR, CASA";68,15
"0127";1;;;4/5/2017 0:00:00;1;;;;;6;0;"P.M.";0;1;1;1;1;1;1;1;0;2;2;2;"TRABAJO,CASA";154,18
"0127";2;;;4/5/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA";154,18
"0127";3;;;4/5/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA";154,18
"0128";1;;;5/5/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA,COLEGIO,TRABAJO,CASA";111,41
"0128";2;;;5/5/2017 0:00:00;1;;;;;12;0;"P.M.";0;1;1;1;1;1;1;0;0;2;1;2;"TRABJO,CASA";111,41
"0128";3;;;5/5/2017 0:00:00;1;;;;;5;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,CASA";111,41
"0128";4;;;5/5/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,CASA";111,41
"0129";1;;;5/5/2017 0:00:00;1;;;;;7;30;"A.M.";0;0;1;1;1;1;1;0;0;1;2;2;"TRABAJO,CASA";142,31
"0131";1;;;5/5/2017 0:00:00;1;;;;;3;0;"P.M.";0;0;0;0;0;0;0;0;1;1;2;2;"TTERMALES,CASA";21,20
"0131";2;;;5/5/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TERMALES,CASA";21,20
"0132";1;;;5/5/2017 0:00:00;1;;;;;4;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ir donde los suegros,volver a casa";35,49
"0132";2;;;5/5/2017 0:00:00;1;;;;;4;30;"P.M.";0;0;0;0;0;0;0;0;1;2;2;2;"ir a casa de los papas,vovler a casa";35,49
"0132";3;;;5/5/2017 0:00:00;1;;;;;1;30;"P.M.";0;1;1;1;1;1;0;0;0;2;2;2;"ir ala universidad, volver a casa";35,49
"0132";4;;;5/5/2017 0:00:00;1;;;;;6;0;"A.M.";0;0;0;0;0;0;0;0;1;2;2;2;"fue a caminar alc entro volvio a casa";35,49
"0133";1;;;5/5/2017 0:00:00;1;;;;;2;10;"P.M.";0;0;0;0;0;0;0;0;1;2;2;2;"IR A TORRE CENTRAL, KR 10 CON CLL 18, VOLVER AL HOGAR";51,88
"0135";1;;;5/5/2017 0:00:00;1;;;;;10;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CATEDRAL,CASA";103,34
"0136";1;;;9/5/2017 0:00:00;1;;;;;6;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TIENDA, CASA";12,25
"0136";2;;;10/5/2017 0:00:00;1;;;;;3;0;"P.M.";0;0;0;0;0;0;0;0;1;2;2;1;"TALLER DE BICICLETA, CASA";12,25
"0137";1;;;5/5/2017 0:00:00;1;;;;;7;15;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"IR A LA UTP,VOLVER A CASA";255,18
"0137";2;;;5/5/2017 0:00:00;1;;;;;7;40;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIO,CASA";255,18
"0137";3;;;5/5/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA";255,18
"0137";4;;;6/5/2017 0:00:00;1;;;;;7;40;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"OFICINA,CASA";255,18
"0137";5;;;5/5/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA";255,18
"0137";6;;;5/5/2017 0:00:00;1;;;;;5;10;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO ,CASA";255,18
"0138";1;;;6/5/2017 0:00:00;1;;;;;2;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CENTRO, CASA";24,06
"0138";3;;;6/5/2017 0:00:00;1;;;;;5;45;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CENTRO";24,06
"0138";5;;;6/5/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"PLAZA DE BOLIVAR,CASA";24,06
"0139";1;;;6/5/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO, CASA A ALMOZAR,TRABAJO, CASA";79,87
"0139";2;;;6/5/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;1;2;"CENTRO,CASA";79,87
"0139";3;;;6/5/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CENTRO,CASA";79,87
"0139";4;;;6/5/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CENTRO,CASA";79,87
"0140";1;;;9/5/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA";12,25
"0140";2;;;9/5/2017 0:00:00;1;;;;;6;40;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA";12,25
"0141";1;;;3/5/2017 0:00:00;2;"CARTAGO";;"cartago";"76147";10;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"HOGAR,CITA MEDICA ,HOGAR";251,10
"0141";2;;;5/6/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;0;0;0;2;1;2;"ESTUDIO,HOGAR";251,10
"0141";3;;;3/5/2017 0:00:00;2;"CARTAGO";;"cartago";"76147";10;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"HOGAR,CITAMEDICA,HOGAR";251,10
"0143";1;;;3/5/2017 0:00:00;1;;;;;8;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"BANCO,OFICINA SEGUROS,FOTOGRAFIA,CASA";45,21
"0143";2;;;4/5/2017 0:00:00;1;;;;;5;0;"P.M.";0;0;0;0;0;0;0;0;1;1;2;2;"CENTRO PEREIRA , CASA";45,21
"0143";3;;;4/5/2017 0:00:00;1;;;;;7;30;"A.M.";0;0;1;1;1;1;0;0;0;2;1;2;"PARQUE ARBOLEDA,CASA,UNIVERSIDAD";45,21
"0143";4;;;3/5/2017 0:00:00;1;;;;;7;30;"A.M.";0;0;1;1;1;1;1;0;0;2;1;2;"TRABAJO,CASA";45,21
"0144";1;;;4/5/2017 0:00:00;1;;;;;8;30;"A.M.";0;0;0;0;0;0;0;0;1;2;2;2;"COMPRAS,CENTRO,HOGAR";14,82
"0145";2;;;4/5/2017 0:00:00;1;;;;;10;0;"A.M.";0;1;1;1;1;1;0;0;0;2;1;2;"TRABAJO,CASA";41,48
"0145";3;;;4/5/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;0;0;2;1;2;"TRABAJO,CASA";41,48
"0145";4;;;4/5/2017 0:00:00;1;;;;;12;45;"P.M.";0;1;1;1;1;1;0;0;0;2;2;2;"COLEGIO,CASA";41,48
"0145";5;;;4/5/2017 0:00:00;1;;;;;12;45;"P.M.";0;1;1;1;1;1;0;0;0;2;2;2;"COLEGIO,CASA";41,48
"0147";1;;;4/5/2017 0:00:00;1;;;;;7;30;"A.M.";0;0;0;0;0;0;0;0;1;2;2;7;"TRABAJO,COLEGIO,ALMOZAR,TRABAJO,CASA";94,06
"0147";2;;;4/5/2017 0:00:00;1;;;;;6;0;"A.M.";0;0;0;0;0;0;0;1;0;2;2;7;"LLEVAR LAS NIÑAS AL COLEGIO, HOGAR";94,06
"0147";3;;;4/5/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,CASA";94,06
"0147";4;;;4/5/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, CASA";94,06
"0148";1;;;4/5/2017 0:00:00;1;;;;;5;30;"A.M.";0;1;1;1;1;1;1;0;0;2;2;2;"TRABAJO";85,83
"0148";2;;;4/5/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIO";85,83
"0149";1;;;4/5/2017 0:00:00;1;;;;;5;30;"P.M.";0;0;0;0;0;0;0;0;1;1;2;2;"MEDICO,OLIMPICA,CASA";172,84
"0149";2;;;4/5/2017 0:00:00;1;;;;;1;30;"P.M.";0;0;0;0;0;0;0;0;1;1;2;2;"TRABAJO,CASA";172,84
"0150";1;;;5/5/2017 0:00:00;1;;;;;1;0;"P.M.";0;0;0;0;0;0;0;0;1;2;2;2;"BANCO, CASA";289,99
"0150";2;;;5/5/2017 0:00:00;1;;;;;7;0;"P.M.";0;1;1;1;1;0;1;0;0;2;2;2;"UNIVERSIDAD, CASA";289,99
"0150";3;;;12/5/2017 0:00:00;1;;;;;12;0;"P.M.";0;1;1;1;1;1;0;0;0;2;2;2;"COLEGIO,CASA";289,99
"0153";2;;;5/5/2017 0:00:00;1;;;;;6;30;"A.M.";0;0;0;0;0;0;0;0;1;2;2;1;"EPS, CASA";135,78
"0153";4;;;10/5/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA";135,78
"0155";1;;;6/5/2017 0:00:00;1;;;;;6;30;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"COLEGIO,CASA,COLEGIO,CASA,BARRIO ALFONSO LOPEZ,CASA";66,17
"0155";2;;;6/5/2017 0:00:00;1;;;;;6;40;"A.M.";0;1;1;1;1;1;0;0;0;2;2;1;"UNIVERSIDAD,CASA";66,17
"0155";3;;;6/5/2017 0:00:00;1;;;;;6;30;"A.M.";0;1;1;1;1;1;0;0;0;2;2;2;"COLEGIO,CASA";66,17
"0159";1;;;5/5/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABJO,CASA";131,61
"0159";3;;;5/5/2017 0:00:00;1;;;;;12;50;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIO,CASA";131,61
"0160";1;;;10/5/2017 0:00:00;1;;;;;2;0;"P.M.";0;1;1;1;1;1;1;0;0;2;1;2;"ACOMPAÑARA ESPOSA A CUBA,LLEVAR A ESPOSA AL SUPERMERCADO,CASA,TRABAJO";66,17
"0160";2;;;10/5/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COMPRAR ALGO, SUPERMERCADO,CASA";66,17
"0160";3;;;6/5/2017 0:00:00;1;;;;;11;45;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO, CASA";66,17
"0162";1;;;3/5/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"IGLESIA,CASA";79,93
"0163";1;;;3/5/2017 0:00:00;1;;;;;6;20;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,FINCA,CASA,CENTRO,COLEGIO,CASA";434,34
"0163";2;;;3/5/2017 0:00:00;1;;;;;6;0;"A.M.";0;0;0;0;0;0;0;0;1;1;7;1;"COLEGIO,TRABAJO,CASA";434,34
"0163";3;;;3/5/2017 0:00:00;1;;;;;6;20;"A.M.";1;0;0;0;0;0;0;0;0;2;2;8;"COLEGIO,CASA";434,34
"0163";4;;;3/5/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;8;"COLEGIO,CASA";434,34
"0163";5;;;3/5/2017 0:00:00;1;;;;;8;0;"A.M.";0;0;0;0;0;0;0;0;1;2;2;2;"TRAMITES,CASA";434,34
"0164";2;;;3/5/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO, CASA";64,52
"0164";3;;;3/5/2017 0:00:00;1;;;;;1;30;"P.M.";0;1;1;1;1;1;0;0;0;2;2;2;"COLEGIO,CASA";64,52
"0165";1;;;3/5/2017 0:00:00;1;;;;;3;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CASA, VENECIA ALTA,CASA";97,91
"0165";2;;;3/5/2017 0:00:00;1;;;;;3;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CASA,VENECIA ALTA,CASA";97,91
"0165";3;;;3/5/2017 0:00:00;1;;;;;3;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;8;"CASA,VENECIA ALTA,CASA";97,91
"0166";1;;;5/5/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,CASA";65,94
"0166";2;;;5/5/2017 0:00:00;1;;;;;5;45;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO, CASA";65,94
"0166";3;;;5/5/2017 0:00:00;1;;;;;6;35;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO, CASA";65,94
"0166";5;;;5/5/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO, CASA";65,94
"0168";1;;;4/5/2017 0:00:00;1;;;;;6;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"IGLESIA,CASA";77,35
"0169";1;;;5/5/2017 0:00:00;1;;;;;4;0;"P.M.";0;0;0;0;0;0;0;0;1;2;2;2;"PARQUE LAGO URIBE, CASA";64,81
"0169";2;;;5/5/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"MEGA CENTRO PINARES, CASA";64,81
"0172";1;;;5/5/2017 0:00:00;2;;;"ALTA PRADERA 2";"66170";6;30;"A.M.";0;1;1;1;1;1;1;1;0;2;1;8;"HOGAR,PARQUE LA LIBERTAD,HOGAR,PLAZA DE BOLIVAR,HOGAR,IGLESIA,HOGAR";145,79
"0174";1;;;5/5/2017 0:00:00;1;;;;;7;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"REUNION,CASA";109,11
"0174";2;;;5/5/2017 0:00:00;1;;;;;3;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CITA MEDICA, CASA";109,11
"0178";1;;;4/5/2017 0:00:00;1;;;;;6;0;"A.M.";0;0;0;0;0;0;0;0;1;2;1;2;"GALERIA, CASA";53,93
"0178";2;;;4/5/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;8;"TRABAJO, CASA";53,93
"0178";3;;;4/5/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,CASA";53,93
"0178";4;;;4/5/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TERAPIA, CASA, COLEGIO, CASA";53,93
"0179";1;;;5/5/2017 0:00:00;1;;;;;10;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CIRCUNVALAR, CASA";154,76
"0179";2;;;5/5/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO, CASA";154,76
"0181";2;;;3/5/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;12;2;2;"PARQUE OLAYA,HOGAR,CLL36 CON 13,HOGAR";115,62
"0182";2;;;3/5/2017 0:00:00;1;;;;;2;0;"P.M.";0;0;1;0;1;0;1;0;0;2;12;2;"MISA,HOGAR";130,73
"0183";1;;;3/5/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"PAGAR SERVICIOA, HOGAR";89,92
"0183";2;;;3/5/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"PAGAR SERVICIOS, HOGAR";89,92
"0183";3;;;3/5/2017 0:00:00;1;;;;;6;45;"A.M.";1;0;0;0;0;0;0;0;0;2;2;10;"TRABAJO,HOGAR";89,92
"0183";4;;;3/5/2017 0:00:00;1;;;;;6;30;"P.M.";0;0;0;0;0;0;0;1;0;2;2;10;"COLEGIO, HOGAR";89,92
"0183";5;;;3/5/2017 0:00:00;1;;;;;6;13;"A.M.";1;0;0;0;0;0;0;0;0;2;2;10;"COLEGIO, HOGAR";89,92
"0184";1;;;4/5/2017 0:00:00;1;;;;;10;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ACOMPAÑAR A EXAMEN MEDICO,HOGAR";14,52
"0184";2;;;4/5/2017 0:00:00;1;;;;;10;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"EXAMEN MEDICO,HOGAR";14,52
"0185";1;;;5/5/2017 0:00:00;1;;;;;5;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO, CASA";172,57
"0185";2;;;5/5/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIO,CASA,CENTRO TRAMITES,CASA";172,57
"0186";2;;;3/5/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;1;0;0;1;2;2;"RECOGER CARRO, TRABAJO, GUARDAR EL CARRO CLL 27 # 14-06, HOGAR";158,21
"0187";1;;;3/5/2017 0:00:00;1;;;;;10;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"31 CON 10, HOGAR";62,57
"0187";2;;;3/5/2017 0:00:00;1;;;;;10;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"31 CON 10, HOGAR";62,57
"0189";1;;;4/5/2017 0:00:00;1;;;;;1;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"SACAR EL PERRO A PASEAR,HOGAR,DILIGENCIA BANCO,HOGAR,RECREACION,HOGAR";58,37
"0189";2;;;4/5/2017 0:00:00;1;;;;;1;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"SACAR EL PERRO A PASEAR,HOGAR,BANCO,HOGAR,BINGO,HOGAR";58,37
